,selling_price,home_age,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_basement,floors
610,450000,26,3,2.5,1800,4357,0,2
611,437718,34,3,2.5,1800,3265,0,2
612,417000,22,3,2.5,1570,4926,0,2
613,408474,18,3,2.5,1800,2731,0,2
614,414000,21,3,2.5,1790,3754,0,2
615,409316,39,3,2.5,1800,3168,0,2
616,451300,20,3,2.5,1420,814,280,2
617,430000,22,3,2.5,1690,1310,550,2
618,399950,30,5,2.75,1970,5400,650,1
619,487000,14,2,2.5,1470,2533,0,2
620,465000,17,3,2.25,1840,5752,0,2
621,485000,12,3,2.5,1580,6065,0,2
622,475000,17,3,2.5,1630,7586,0,2
623,567000,8,3,2.5,2070,10908,0,2
624,530000,23,3,2.25,2010,11817,0,2
625,449950,20,3,2.25,1610,5159,0,2
626,445000,19,3,2.25,1850,4050,0,2
627,447000,20,3,2.25,1440,4667,0,2
628,432250,28,3,2.25,1440,6232,0,2
629,455000,3,3,2.25,1470,4653,0,2
630,435500,24,3,2.25,1450,4789,0,2
631,620000,9,3,2.5,2440,10363,0,2
632,480000,7,3,2.5,1640,7847,0,2
633,484950,11,3,2.25,1670,5004,0,2
634,490000,49,3,2.5,2010,9725,0,2
635,505000,18,3,2.5,1860,8060,0,2
636,578550,11,3,2.5,2120,6602,0,2
637,545000,2,3,2.5,2060,7184,0,2
638,560000,20,3,2.5,2280,12498,0,2
639,485000,18,3,2.5,1880,5502,0,2
640,350000,26,3,2,1440,5469,0,1
641,496600,15,3,2.5,1910,5562,0,2
642,555000,25,3,2.5,2160,7584,0,2
643,5.00E+05,29,3,2.25,1760,4539,0,2
644,535000,20,3,2.5,1970,6634,0,2
645,635000,8,4,2.5,3050,7238,0,2
646,5.00E+05,10,3,2.25,1690,4964,0,2
647,517500,14,3,2.5,1800,3933,0,2
648,498688,10,3,2.5,1910,5600,0,2
649,495000,27,3,2.5,1800,7318,0,2
650,561000,20,4,2.5,2570,5250,0,2
651,599000,26,4,2.5,2640,6738,0,2
652,495000,20,5,2.5,2200,4942,0,2
653,496700,23,3,2.5,1740,5782,0,2
654,620000,22,4,2.5,2680,9185,0,2
655,464000,20,3,2.5,1770,5146,0,2
656,477500,16,3,2,1860,5146,0,2
657,525000,24,3,2.5,2030,6970,0,2
658,560000,26,3,2.5,2180,7169,0,2
659,520000,25,4,3,2190,5085,0,2
660,533600,34,3,2.5,1930,5080,0,2
661,425000,8,3,2.5,1930,4500,0,2
662,533000,19,3,2.5,2060,4812,0,2
663,575000,22,4,2.5,2630,6247,0,2
664,529000,32,3,2.5,1880,4499,0,2
665,509950,15,3,2.5,1880,4668,0,2
666,535500,32,3,2.5,2050,4976,0,2
667,510000,19,3,2.5,1890,5929,0,2
668,467000,18,3,2.5,1530,3984,0,2
669,449950,25,3,2.5,1530,3840,0,2
670,478000,2,3,2.25,1640,3896,0,2
671,510000,9,3,2.5,1860,3658,0,2
672,5.00E+05,25,3,2.25,1710,4561,0,2
673,4.00E+05,10,4,3,1810,5012,0,2
674,370000,25,4,2.5,1812,5026,0,2
675,533300,34,4,2.5,2770,21806,0,2
676,488000,31,3,1.75,2180,14734,0,2
677,432000,28,3,2,2190,13673,0,1
678,359000,34,4,1.75,1680,9244,0,2
679,450000,22,7,4,3150,7800,0,2
680,495000,23,4,2.75,2656,21195,0,2
681,470000,22,3,2.25,2220,9800,0,2
682,525000,20,5,3.25,2480,10277,840,2
683,495000,20,4,2.5,2310,7555,0,2
684,505000,21,4,2,2730,12000,1320,1
685,510000,8,4,2.5,2610,8031,0,2
686,470000,4,4,2.5,1990,30083,0,2
687,387000,28,3,1.5,1620,21929,0,2
688,419000,19,5,3,2190,9652,0,2
689,433000,18,3,2.5,1270,1062,210,2
690,589000,13,3,2.5,2940,4799,1230,1
691,605000,12,5,3.5,3060,8862,0,2
692,548000,14,4,2.5,2440,11005,0,2
693,475000,24,3,3,2010,2554,150,2
694,570000,19,3,2.5,2400,6975,0,2
695,572500,9,3,2.5,2490,7589,0,2
696,562500,1,4,2.5,2440,7322,0,2
697,429800,25,3,2,1970,7000,0,1
698,379950,18,3,1.75,2040,12065,0,1
699,363000,15,3,2,1750,7000,0,1
700,392000,24,4,2.75,1940,6555,0,2
701,572000,21,4,2.75,2770,3852,0,2
702,539500,8,4,3.5,2710,5722,670,2
703,384000,25,6,3,2320,4502,1120,1
704,417000,32,3,2.5,2000,4500,0,2
705,475000,9,4,2.5,2500,4500,0,2
706,415000,13,4,2.5,2020,5501,0,2
707,475000,15,4,2.5,2120,57050,0,2
708,545000,18,3,2.5,1990,5149,0,2
709,580000,9,3,2.5,2150,4604,0,2
710,589000,18,3,2.5,2250,4337,0,2
711,544900,5,3,2.5,1990,4936,0,2
712,443750,20,3,2.25,1460,968,320,2
713,360000,24,3,2.5,1480,3851,0,2
714,405000,24,2,3,1160,1073,280,2
715,402723,24,3,2.75,1160,1073,280,2
716,380950,24,2,2,1120,1039,280,2
717,525000,18,4,2.75,2530,17856,0,2
718,475000,7,4,2.5,2040,16200,0,2
719,469950,19,4,2.75,2530,14178,0,2
720,410000,21,3,2.5,1860,15457,0,2
721,420000,19,4,2.5,2110,9825,0,2
722,630000,6,4,2.5,2740,43101,0,2
723,375000,21,3,2.5,1770,5146,0,2
724,625000,19,3,2.5,3220,6409,0,2
725,549000,25,4,2.5,2910,6338,0,2
726,505000,3,4,2.5,2420,5006,0,2
727,540000,25,4,2.5,3000,5471,0,2
728,355000,9,3,2,1480,2502,0,2
729,432000,17,3,2.25,1470,1578,380,2
730,450000,31,3,2.5,1990,3478,470,2
731,480000,14,5,2.75,2670,4780,0,2
732,565997,22,5,2.75,2730,5820,0,2
733,460000,12,4,2.5,2200,6400,0,2
734,559950,15,5,2.75,2990,6370,0,2
735,563950,20,4,2.75,3050,4750,0,2
736,415000,17,4,2.75,2390,9968,1000,1
737,390000,21,4,2.5,1840,15496,0,2
738,413000,14,3,2,1520,3451,0,1
739,398500,27,3,2.5,1630,1971,0,2
740,390000,15,2,1,962,1992,0,2
741,445000,21,4,2.5,2170,5257,0,2
742,463000,15,3,2,1590,5009,0,2
743,353000,32,4,2.5,1830,5331,0,2
744,358000,18,4,2.5,1830,7308,0,2
745,380000,22,4,2.5,2000,6921,0,2
746,353500,22,4,2.5,1770,9239,0,2
747,589450,4,4,2.5,3190,7941,0,2
748,609900,17,4,2.5,3190,7399,0,2
749,616000,8,4,2.5,3440,6915,0,2
750,589950,4,4,2.5,3190,8195,0,2
751,515000,7,3,2.5,2610,5845,0,2
752,442250,21,3,2.5,2170,8169,0,2
753,540000,4,4,2.75,2830,7334,0,2
754,540000,26,4,2.5,2600,9935,0,2
755,480000,31,4,2.5,2600,7787,0,2
756,515500,0,4,2.75,2830,8126,0,2
757,469500,17,4,2.5,2090,7241,950,1
758,585000,8,4,2.5,2430,6766,0,2
759,507950,10,4,2.5,2630,6283,0,2
760,438000,24,4,2.5,1970,8545,0,2
761,575000,8,5,2.5,3070,7200,0,2
762,415000,38,3,2.5,1280,5040,0,2
763,497000,16,4,2.5,2240,7200,0,2
764,442500,36,4,2.5,2400,7092,0,2
765,427000,19,2,1.5,1440,725,340,2
766,437500,31,3,2,1760,2875,470,2
767,465000,18,4,2.5,2200,3141,140,2
768,454000,21,3,2.5,1590,4094,0,2
769,360000,30,5,3,2480,7200,920,1
770,430000,15,2,2.5,1520,1588,280,2
771,645000,22,4,2.5,2780,4200,0,2
772,435000,25,6,3.5,2400,8620,760,2
773,542500,14,3,2.5,2040,10086,0,2
774,479900,20,3,2,1980,12150,0,1
775,560000,18,3,2.5,2780,32880,0,1
776,565000,1,4,2.5,2980,10459,0,2
777,550000,2,4,2.5,2850,6809,0,2
778,489950,3,3,2.5,2400,7478,0,2
779,540000,9,4,2.5,2290,4450,0,2
780,525000,25,3,2.5,2190,34528,0,2
781,630000,5,4,2.75,2710,37277,0,2
782,599900,18,3,3,3030,35123,1270,2
783,632000,21,5,3,3520,36558,1420,2
784,592500,13,4,2.5,3370,35150,1600,1
785,542500,24,5,3.5,2730,42500,1200,1
786,460000,8,4,2.5,2110,35091,820,1
787,449999,28,4,2.5,1950,4947,0,2
788,6.00E+05,1,5,3.5,3370,16846,720,2
789,439950,20,4,2.5,2380,12067,0,2
790,438000,16,3,2.5,1520,1304,340,2
791,431500,24,3,3.5,1900,1612,470,2
792,370000,21,2,2.5,1390,1821,210,2
793,577288,15,4,2.75,2870,7200,0,2
794,399950,21,2,2.25,1140,1184,130,2
795,465000,15,3,1.75,1590,1322,530,2
796,545000,1,3,2.25,1780,191228,0,2
797,473000,24,3,2.25,1620,12309,0,2
798,535000,20,3,2.5,2210,7620,0,2
799,353000,14,1,1,550,1279,0,2
800,525000,15,4,2.5,2520,7731,0,2
801,477000,4,3,2.5,2100,5060,0,2
802,440000,20,3,2.5,1650,4929,130,2
803,395000,18,3,2.5,1600,1936,0,2
804,430000,20,3,2.25,2020,2750,340,2
805,415000,28,3,2.25,1970,2377,290,2
806,380000,33,3,1.75,1690,1468,310,2
807,5.00E+05,24,2,2.5,1950,2162,450,2
808,555000,31,3,3.5,2100,2479,650,2
809,439000,16,3,2.25,1430,2343,0,2
810,425000,14,3,2.25,1400,6970,0,2
811,4.00E+05,17,3,2.25,1180,14258,0,2
812,375000,13,3,1.5,1630,16170,0,1
813,608250,8,4,2.75,3030,21780,0,2
814,470000,17,3,3.25,1740,1693,380,2
815,536000,17,3,2.5,1900,6224,0,2
816,627000,2,5,3.25,3570,5425,0,2
817,550000,20,3,2.5,2260,4165,0,2
818,537500,11,4,2.5,2550,4630,0,2
819,583800,14,3,2.5,2480,6600,0,2
820,370000,29,3,1.75,1496,1423,248,2
821,369000,20,3,1.75,1300,3844,0,1
822,451000,25,5,3,2260,6508,930,1
823,375000,23,3,1.75,1380,5060,0,1
824,378950,20,4,2.5,1867,15314,0,2
825,585000,4,3,2.5,2290,5089,0,2
826,590000,16,3,2.5,2290,4203,0,2
827,538000,5,3,3.5,2620,10137,650,2
828,510000,18,4,2.5,2430,5203,0,2
829,615000,8,3,2.25,2530,45234,0,2
830,395000,28,3,2,1500,2506,630,1
831,379900,29,2,1.5,1240,1331,190,2
832,499950,16,3,3.5,1820,1501,390,2
833,499950,27,3,3.5,1820,1991,390,2
834,380000,25,2,2,1120,780,360,2
835,367500,26,2,2,1030,600,350,2
836,479000,7,2,2.25,1330,1380,270,2
837,4.00E+05,28,3,2.25,1190,1149,140,2
838,430000,21,3,2.5,1400,7508,0,2
839,538000,26,3,2.5,2250,11632,0,2
840,537100,18,3,2.5,2450,7051,580,1
841,506400,18,3,2.5,2100,9040,400,1
842,555000,13,3,2.5,2480,8676,0,2
843,535000,13,3,2.5,2110,8164,0,2
844,582000,17,3,2.5,2380,19860,0,2
845,515700,7,3,2.5,2180,9722,0,2
846,407500,23,3,2.5,1930,10460,0,2
847,498500,7,5,2.75,2990,7420,0,2
848,490000,10,5,2.75,2990,7200,0,2
849,405000,21,4,2.5,1850,9136,0,2
850,460000,26,3,2,1860,7232,540,1
851,530000,2,3,2.5,2160,9063,0,2
852,490000,16,3,2.75,1990,31200,0,1
853,392000,32,4,2.5,2130,4000,0,2
854,392000,17,4,2.5,2130,4028,0,2
855,375000,30,4,2.5,1870,7471,0,2
856,551000,14,3,2.5,2010,17362,0,2
857,419900,11,3,2.5,1630,1755,310,2
858,650000,4,4,3.5,3270,15704,1160,2
859,561600,22,4,2.5,2350,6624,0,2
860,610000,7,4,2.5,2410,15899,0,2
861,375000,27,3,2.5,1580,5725,0,2
862,413900,13,4,2.25,1770,5236,0,2
863,405000,30,4,2.5,1980,5020,0,2
864,512000,4,4,2.5,2600,4506,0,2
865,391500,23,3,2,1450,9132,0,1
866,455000,11,3,2.5,1600,7829,0,2
867,460000,39,3,2.25,1453,2225,0,2
868,428000,30,2,2.5,1414,1960,0,2
869,462370,13,2,2.25,1860,2670,0,2
870,6.00E+05,20,4,2.5,2990,5122,0,2
871,5.00E+05,33,5,3,2920,11440,0,2
872,6.00E+05,4,4,3.5,3270,15160,1610,1
873,6.00E+05,11,4,2.5,2620,9873,0,2
874,426000,9,2,2.5,1550,2657,0,2
875,499000,24,3,3.5,1690,1432,330,2
876,368000,23,2,2,930,1662,260,1
877,402000,19,3,2.5,1520,3425,0,2
878,470000,24,3,2.5,2120,2374,350,2
879,599950,7,4,3.5,2500,3080,690,2
880,352500,24,3,1.75,1860,7881,700,1
881,5.00E+05,6,3,1.75,2420,65501,0,2
882,375000,16,2,1.5,1160,1648,0,2
883,590000,24,5,3,3480,6625,0,2
884,560000,20,4,2.5,2280,9874,0,2
885,635000,1,3,2.5,3610,26359,1660,1
886,635000,10,4,2.5,3080,35430,0,2
887,565000,14,4,2.5,2440,22594,0,2
888,475000,18,3,2.5,2370,3239,420,2
889,560000,8,4,3,2720,7570,0,2
890,495000,16,3,2.25,2100,3000,0,2
891,397000,28,3,3.5,1360,1275,120,2
892,579950,20,5,2.75,3080,5752,0,2
893,510000,12,2,2.25,1470,1101,130,2
894,495000,15,2,2.25,1460,1623,200,2
895,610000,19,3,2.5,2630,5827,0,2
896,583000,14,4,2.5,2660,4000,0,2
897,535000,8,3,2.5,2510,5544,0,2
898,577000,14,3,2.5,2560,5238,0,2
899,571000,0,3,2.5,2510,5186,0,2
900,559950,14,3,2.5,2120,4310,0,2
901,608000,5,4,2.5,2690,4736,0,2
902,6.00E+05,15,4,2.5,2560,5593,0,2
903,610000,22,4,2.5,2980,5896,0,2
904,625250,32,4,2.5,2755,4831,0,2
905,455800,30,3,2.5,1690,4584,0,2
906,435000,24,3,2.5,1560,3987,0,2
907,442500,23,3,2.5,1690,3129,0,2
908,440500,31,3,2.5,1600,3172,0,2
909,461000,22,3,2.5,1690,3026,0,2
910,620000,12,4,2.5,3040,9606,0,2
911,597500,22,3,2.5,2620,4800,0,2
912,635000,24,3,2.5,2620,6842,0,2
913,5.00E+05,3,3,2.5,1650,5683,0,2
914,440000,32,3,2.5,1440,5434,0,2
915,438000,17,3,2.5,1650,3031,0,2
916,421200,13,3,2.5,1440,3060,0,2
917,465000,26,3,2.5,1440,4473,0,2
918,401000,28,3,2.25,1350,2839,0,2
919,447000,34,3,2.5,1650,3076,0,2
920,448000,22,3,2.25,1530,3056,0,2
921,485000,27,3,2.5,1650,3436,0,2
922,479000,11,3,2.5,1690,3322,0,2
923,528000,15,3,2.5,2020,5613,0,2
924,535000,24,3,2,2120,4080,0,2
925,464000,7,3,2.5,1690,4898,0,2
926,550000,25,3,2.5,2360,4080,0,2
927,635000,18,6,2.5,3880,5700,0,2
928,650000,5,4,2.5,3040,6587,0,2
929,531800,19,3,2.5,1930,5344,0,2
930,467000,9,3,2.5,1690,6642,0,2
931,499000,5,3,2.5,1690,4851,0,2
932,452000,7,3,2.5,1690,4000,0,2
933,498000,18,3,2.5,1690,4088,0,2
934,620000,31,3,2.5,2480,9041,0,2
935,561000,26,3,2.5,2120,5277,0,2
936,634800,12,4,3,3280,4904,0,2
937,581000,12,3,2.5,2600,4438,0,2
938,468000,10,3,2.25,1630,2490,0,2
939,475000,26,3,2.5,1690,2890,0,2
940,476000,17,3,2.25,1630,3070,0,2
941,575000,8,3,2.5,2120,4780,0,2
942,482500,31,3,2.5,1690,3068,0,2
943,449000,16,3,2.5,1690,3827,0,2
944,411753,20,3,2.5,1710,3795,0,2
945,394000,17,3,2.5,1680,4075,0,2
946,410000,27,3,2.5,1740,4948,0,2
947,362764,28,3,2,1460,4350,0,2
948,435000,29,3,2.5,1840,5680,0,2
949,392137,45,3,2,1460,3696,0,2
950,429000,25,4,2.5,1840,4593,0,2
951,389700,20,3,2.5,1720,3581,0,2
952,386380,21,3,2.5,1720,3600,0,2
953,385000,39,3,2.5,1740,4145,0,2
954,630000,9,3,2.5,2900,46609,0,2
955,575000,22,4,2.5,2510,47044,0,2
956,623000,9,4,2.5,2710,49044,0,2
957,445000,19,4,2.5,2280,42077,0,2
958,479000,15,4,2.5,2370,30378,0,2
959,530000,16,4,2.5,2940,35996,0,2
960,485000,8,3,2.5,1650,4218,0,2
961,465000,1,3,2.5,1650,4636,0,2
962,5.00E+05,0,3,2.5,1650,4648,0,2
963,369990,15,4,2.5,1960,7133,0,2
964,410000,19,4,2.5,2070,6180,0,2
965,545000,16,3,2.5,2760,17377,0,2
966,507200,31,3,3.5,1630,1329,270,2
967,379500,36,3,2.25,1830,25641,0,2
968,419000,27,2,2.25,1180,1253,340,2
969,450000,18,5,2.75,2710,6220,0,2
970,549950,29,3,2.5,2160,6288,0,2
971,415000,20,4,2.5,2000,5962,0,2
972,525000,5,4,2.5,2740,12106,760,1
973,640000,18,4,2.5,2970,34981,0,2
974,355000,42,4,2.25,1810,4970,0,2
975,625000,18,4,2.5,2820,8408,0,2
976,350000,16,3,1.75,1490,10344,0,1
977,410000,21,4,2.5,2240,4447,0,2
978,605000,17,4,3.25,2885,33671,0,2
979,350000,26,3,2.25,1550,5401,0,2
980,6.00E+05,5,4,2.5,2710,35009,0,2
981,590000,14,4,2.5,2660,35010,0,2
982,409900,25,2,2.5,1590,1845,0,2
983,411000,25,2,2.5,1590,2088,0,2
984,530000,17,3,3.5,2320,3174,260,2
985,449950,29,4,2.75,2320,4344,0,2
986,360000,22,4,2.5,1900,5889,0,2
987,365000,19,2,1.5,790,1123,90,2
988,570000,13,3,2.5,2420,11953,0,1
989,482000,5,3,2.25,1710,21485,0,2
990,410000,15,3,2.25,1450,19206,0,2
991,399950,8,3,2.25,1360,1041,266,2
992,460000,16,3,3.5,1600,1431,360,2
993,370000,25,2,1.5,1280,2096,200,2
994,390000,25,2,1.5,1340,1402,220,2
995,475000,23,4,3.5,2440,3052,500,2
996,640000,20,5,2.5,3220,4759,0,2
997,616950,13,3,3.5,2490,2722,470,2
998,383000,24,4,2.5,2050,4953,0,2
999,439000,16,2,2.5,1350,944,480,2
1000,435000,21,2,2,1440,1170,480,2
1001,375000,26,3,3.25,1280,1730,190,2
1002,450000,25,4,2.5,2290,5515,0,2
1003,370000,14,3,2.75,1250,1655,420,2
1004,402000,35,3,3.5,1240,1666,240,2
1005,459000,22,3,2,1480,800,480,2
1006,398000,10,3,2.5,1720,1715,480,2
1007,384000,17,3,2.25,1430,800,290,2
1008,394950,21,2,2.25,1300,2104,290,2
1009,375000,17,3,2.5,1300,1362,420,2
1010,353500,18,3,2.5,1260,972,420,2
1011,374950,21,2,2.25,1240,1172,240,2
1012,650000,3,3,2.5,2790,6720,0,2
1013,468000,22,2,2.5,1480,2167,90,2
1014,6.00E+05,11,3,2.5,2680,43995,0,2
1015,505000,9,3,2.5,2100,17882,0,2
1016,489000,2,3,2.5,2260,19821,0,2
1017,4.00E+05,35,3,2,1860,12944,0,1
1018,625000,15,4,2.75,2920,6605,0,2
1019,535000,13,5,3.25,2850,4551,480,2
1020,495000,18,4,2.5,2460,4774,0,2
1021,498000,24,3,2.5,2480,4136,0,2
1022,490000,9,4,2.5,2510,4349,0,2
1023,562500,6,5,2.75,2920,6327,0,2
1024,561000,3,5,2.75,3370,10315,0,2
1025,525000,30,5,2.75,2880,8364,0,2
1026,442500,28,2,2.25,1510,7280,0,2
1027,447000,21,3,2.25,1520,14080,0,2
1028,429000,26,3,2.5,1430,9240,0,2
1029,650000,19,4,2.5,2820,15000,0,2
1030,565000,2,4,2.25,2470,7447,0,2
1031,515000,28,3,2.5,2360,11254,0,1
1032,469950,16,4,2.75,2720,6427,1070,1
1033,450000,17,4,2.25,2120,8267,0,2
1034,440000,24,3,2.5,2040,7605,0,2
1035,471000,25,4,2.5,2330,9928,0,2
1036,515055,16,4,2.5,2400,8320,0,2
1037,492500,14,5,2.5,2570,9962,0,2
1038,472000,23,5,2.5,2570,7412,0,2
1039,534950,0,5,2.5,3220,10572,0,2
1040,518000,15,5,2.5,2890,13104,0,2
1041,482000,24,3,2.5,2420,7307,0,2
1042,480000,8,5,2.5,2160,7737,0,2
1043,585000,0,4,2.5,2910,6250,0,2
1044,595000,12,4,2.5,2910,7287,0,2
1045,523000,1,3,2.5,2400,6182,0,2
1046,540000,9,3,2.5,2400,5817,0,2
1047,543500,1,4,2.5,2550,5835,0,2
1048,589000,27,4,2.5,2910,5776,0,2
1049,525000,17,3,2.5,2200,4544,0,2
1050,499900,7,3,2.5,2100,5112,0,2
1051,470000,24,3,2.5,2100,4700,0,2
1052,505000,14,3,2.5,2100,5824,0,2
1053,475000,11,3,2.75,1890,3938,0,2
1054,506950,22,3,2.5,2080,4931,0,2
1055,399000,19,3,2.5,1740,3690,0,2
1056,490000,22,3,2.5,2230,5348,0,2
1057,465000,12,3,2.5,1890,4808,0,2
1058,485500,1,4,2.5,2320,3974,0,2
1059,440000,22,4,2.5,2410,4780,0,2
1060,480000,16,3,2.5,2270,4488,0,2
1061,437500,26,3,2.5,2120,4500,0,2
1062,487275,11,4,2.5,2400,3986,0,2
1063,423700,18,3,2.5,2070,3986,0,2
1064,449950,30,4,2.5,2470,3811,0,2
1065,355000,23,3,2.5,1590,4242,0,2
1066,356000,27,3,2.5,1590,3411,0,2
1067,538500,5,3,3.5,2500,4270,0,2
1068,560000,4,4,2.5,2630,5710,0,2
1069,561000,16,4,2.5,2550,5395,0,2
1070,576000,7,4,2.5,2590,5756,0,2
1071,515000,24,3,2.5,2430,4203,0,2
1072,539900,12,3,2.5,2500,4203,0,2
1073,490000,3,4,3,2640,5267,0,2
1074,459000,2,5,3.5,2640,6895,0,2
1075,574000,14,3,2.5,2380,6832,0,2
1076,567500,14,3,2.5,2300,7398,0,2
1077,552250,23,4,2.5,2580,5823,0,2
1078,605000,21,3,2.5,2610,6405,0,2
1079,622500,19,4,2.5,2980,8107,0,2
1080,645500,14,4,2.5,2990,8622,0,2
1081,5.00E+05,28,4,3,2520,4104,0,2
1082,452500,6,3,2.5,2240,7791,0,2
1083,435000,18,4,2.25,2140,6355,0,2
1084,507250,33,3,2.5,2270,5536,0,2
1085,569000,4,4,2.5,2830,10954,0,2
1086,384000,16,3,2.5,1700,4000,0,2
1087,381000,13,3,2.5,1470,3999,0,2
1088,389950,17,3,2.5,1700,6396,0,2
1089,432000,30,3,2.5,1970,4036,0,2
1090,425000,20,3,2.5,1960,4709,0,2
1091,650000,12,4,2.75,3260,5335,0,2
1092,650000,6,4,2.5,3180,5438,0,2
1093,522500,10,3,2.5,2370,7875,0,2
1094,535950,7,3,2.5,2370,5344,0,2
1095,450000,30,4,2.5,2070,3982,0,2
1096,440000,23,3,2.5,1390,4997,0,2
1097,403000,18,3,2.5,1700,4125,0,2
1098,419000,18,3,2.5,1970,4058,0,2
1099,620000,18,6,3.5,3600,6875,860,2
1100,564000,16,4,2.5,2870,6658,0,2
1101,555000,13,4,2.5,2870,6776,0,2
1102,565000,15,3,2.5,2700,6037,0,2
1103,6.00E+05,6,4,2.5,2710,6474,0,2
1104,430000,28,4,2.5,2070,4310,0,2
1105,359000,30,3,2.5,1450,3850,0,2
1106,420000,29,3,2.5,1970,3667,0,2
1107,610000,1,4,2.5,2950,9010,0,2
1108,563500,19,4,2.5,2780,7838,0,2
1109,615000,32,5,3.5,2950,7980,600,2
1110,470000,22,3,2.5,2280,6134,0,2
1111,575000,18,4,2.5,2890,9775,0,2
1112,515000,11,4,2.5,2680,7178,0,2
1113,467000,12,3,2.5,1990,4978,0,2
1114,555000,3,3,2.5,2690,4819,0,2
1115,435000,25,4,2.5,2190,6578,0,2
1116,619000,3,3,2.5,2720,6439,0,2
1117,585000,27,4,2.5,3110,6479,0,2
1118,650000,2,3,2.5,3060,7831,0,2
1119,622950,3,4,3.25,3030,7644,200,2
1120,544000,9,4,2.5,2340,6973,410,2
1121,632500,2,5,3.25,3500,7254,740,2
1122,389000,28,3,2.5,1720,4515,0,2
1123,507000,3,4,2.5,2730,7649,0,2
1124,515000,3,4,2.5,2890,7306,0,2
1125,539950,23,5,3,3100,5250,0,2
1126,536000,16,4,2.5,2880,8833,0,2
1127,490000,26,4,2.5,2570,6157,0,2
1128,425000,25,4,2.5,2270,4400,0,2
1129,452500,18,4,2.5,2460,6454,0,2
1130,410000,32,3,2.5,1960,4400,0,2
1131,489000,21,4,2.5,2170,4587,0,2
1132,499000,18,4,2.25,2440,5000,0,2
1133,443500,27,3,2.5,2170,5866,0,2
1134,635000,24,5,2.75,3110,6621,0,2
1135,405000,14,3,2.5,1960,6997,0,2
1136,469900,23,3,2.5,2270,4399,0,2
1137,451000,12,4,2.5,2320,5375,0,2
1138,388500,24,4,2.5,1890,5395,0,2
1139,475000,5,4,2.5,2320,10046,0,2
1140,625000,21,5,1,3240,5324,0,2
1141,587000,30,4,2.75,3190,8737,0,2
1142,589500,19,4,2.5,2630,6326,0,2
1143,479500,11,3,2.75,2300,4637,0,2
1144,515000,9,4,2.75,2700,5150,0,2
1145,480000,15,3,2.5,2410,4656,0,2
1146,425000,22,3,2.5,1950,4345,0,2
1147,516000,1,4,3.5,2550,8698,0,2
1148,425000,8,4,2.5,2070,4427,0,2
1149,412500,22,3,2,1680,5246,0,1
1150,409000,18,3,2.5,1950,7263,0,2
1151,452000,12,4,2.5,2190,6896,0,2
1152,465000,24,5,2.5,2550,6405,0,2
1153,492000,5,4,2.5,2550,6382,0,2
1154,384205,22,3,2.75,1810,3292,0,2
1155,415000,26,3,2.75,1770,3172,0,2
1156,648000,13,4,2.5,3290,6203,0,2
1157,605000,12,3,2.75,2450,5750,0,2
1158,592000,6,5,3.5,3340,5000,760,2
1159,641000,9,5,3.5,3420,6403,720,2
1160,540000,1,4,2.5,2710,9248,0,2
1161,425000,26,3,2.5,1950,5689,0,2
1162,485000,8,3,2.5,2430,5867,0,2
1163,544999,5,4,2.5,2710,6937,0,2
1164,430000,24,3,2.5,1950,4949,0,2
1165,530000,9,3,2.5,1970,6295,0,2
1166,480000,10,4,2.5,2430,5000,0,2
1167,425000,25,4,2.5,1950,5000,0,2
1168,545000,10,4,2.5,2720,4738,0,2
1169,625000,20,4,2.75,3010,6854,440,2
1170,637850,6,5,3.25,3340,4900,840,2
1171,605000,6,5,4,3040,6000,760,2
1172,575000,5,4,2.75,3120,7644,0,2
1173,640000,9,4,3.5,3220,5741,0,2
1174,589410,4,3,3,2840,7201,0,2
1175,610000,4,4,3.5,2910,5260,0,2
1176,595500,10,4,2.5,2490,6537,0,2
1177,633634,19,4,3.5,2960,6000,0,2
1178,594866,14,3,3,2780,6000,0,2
1179,575000,4,4,2.5,2500,4945,0,2
1180,495000,21,5,3,2440,4750,990,1
1181,440000,22,4,2,2310,5004,880,1
1182,420000,24,4,2.5,1940,5414,0,2
1183,585000,16,4,2.5,3000,6892,0,2
1184,353500,18,4,2.25,1760,9602,0,2
1185,379260,30,3,2.5,1730,7202,400,1
1186,375000,27,2,1.5,1130,912,130,2
1187,388000,20,3,3.25,1370,915,270,2
1188,385000,11,3,3.5,1370,1540,270,2
1189,390000,14,3,3.25,1370,913,270,2
1190,419700,23,3,2.25,1450,1486,290,2
1191,633000,5,5,2.75,3630,30570,0,2
1192,475000,14,3,2.5,1920,4534,0,2
1193,380000,20,2,2,1370,5756,0,1
1194,422120,25,3,2.5,1630,4534,0,2
1195,394000,27,3,2.5,1370,4400,0,1
1196,559000,27,3,2.5,2010,5200,0,2
1197,4.00E+05,32,3,2.25,1500,2692,0,2
1198,497950,21,4,2.5,1950,3000,400,2
1199,6.00E+05,17,4,2.5,2600,6536,0,2
1200,6.00E+05,20,4,2.5,3010,7953,0,2
1201,585000,27,4,2.5,2630,6185,0,2
1202,568500,26,4,2.5,3010,6181,0,2
1203,555000,26,4,2.5,2450,5079,0,2
1204,527000,10,4,2.5,2830,6163,0,2
1205,615000,15,4,2.5,3010,6903,0,2
1206,353000,15,4,2.5,1912,5000,0,2
1207,494900,18,3,2.5,2040,2500,570,2
